Link,Type,Text,Label,,,,,,,,,,,,,,,,,
https://www.expedia.com/,Not Dark Pattern,"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. 
Cookies Settings      Reject All       Accept All Cookies",1,,,,,,,,,,,,,,,,,
https://www.expedia.com/,Fake Urgency,"Save 10% or more on over 100,000 hotels with Member Prices. Also, members save up to 30% when you add a hotel to a flight",0,,,,,,,,,,,,,,,,,
https://www.expedia.com/,Fake Urgency,You have good taste! Book now before someone else grabs it!,0,,,,,,,,,,,,,,,,,
https://www.expedia.com/,Fake Scarcity,We have 5 left at 15% off at,0,,,,,,,,,,,,,,,,,
https://www.expedia.com/,Fake Scarcity,We have 5 left at,0,,,,,,,,,,,,,,,,Not Dark Pattern,125
https://de.hotels.com/,Not Dark Pattern,"You can cancel free of charge until December 10th, 2023 at 6:00 a.m",1,,,,,,,,,,,,,,,,Misdirection,64
https://de.hotels.com/,Not Dark Pattern,"If you change or cancel this booking after December 10, 2023, at 06:00 (Central European Standard Time, property local time), you will be charged a 90% fee.",1,,,,,,,,,,,,,,,,Fake Urgency,37
https://de.hotels.com/,Not Dark Pattern,Payments for no-shows or early check-outs cannot be refunded.,1,,,,,,,,,,,,,,,,Fake Scarcity,28
https://de.hotels.com/,Not Dark Pattern,Fully refundable if your plans change,1,,,,,,,,,,,,,,,,Fake Social Proof,24
https://de.hotels.com/,Fake Urgency,This price may increase if you book later.,0,,,,,,,,,,,,,,,,,
https://de.hotels.com/,Fake Urgency,This is the cheapest room in the Hotel Am Schloss Koepenick Berlin by Golden Tulip on our website! Secure and book now quickly.,0,,,,,,,,,,,,,,,,,
https://de.hotels.com/,Fake Urgency,This is the cheapest room at the B&B Hotel Berlin City-West on our website! Secure and book now quickly.,0,,,,,,,,,,,,,,,,,
https://de.hotels.com/,Fake Scarcity,We still have 5 rooms.,0,,,,,,,,,,,,,,,,,
https://www.agoda.com/ ,Not Dark Pattern,Traveling internationally? Get updated information on COVID-19 travel guidance and restrictions.,1,,,,,,,,,,,,,,,,,
https://www.agoda.com/ ,Not Dark Pattern,"Free cancellation before December 26, 2023",1,,,,,,,,,,,,,,,,,
https://www.agoda.com/ ,Not Dark Pattern,"Pay nothing until December 24, 2023",1,,,,,,,,,,,,,,,,,
https://www.agoda.com/ ,Not Dark Pattern,"Manage Cookie Preference 
By clicking ""Accept,"" you consent that Agoda and its trusted partners collect information about you via cookies and similar technologies (pages visited on the Site and searches you performed, other websites visited), in order to improve your experience on our Site, display interest-based advertisements, and understand how you interact with our Site. You can update your choices by visiting your privacy settings, where you can also learn about our use of cookies and related technologies. 
Cookie Policy 
Manage Preference     Decline     Accept",1,,,,,,,,,,,,,,,,,
